rank,quota,institute,state,course,allottedCategory,candidateCategory,phase
17097,All India,"Government Medical College, Rajnandgaon",Chhattisgarh,MBBS,EWS,EWS,1
18981,All India,"Government Medical College, Rajnandgaon",Chhattisgarh,MBBS,Open,General,3
21247,All India,"Government Medical College, Rajnandgaon",Chhattisgarh,MBBS,OBC,OBC,3
111146,All India,"Government Medical College, Rajnandgaon",Chhattisgarh,MBBS,SC,SC,2
127131,All India,"Government Medical College, Rajnandgaon",Chhattisgarh,MBBS,ST,ST,2
22886,All India,"Government Medical College, Rajouri",Jammu And Kashmir,MBBS,EWS,EWS,3
21255,All India,"Government Medical College, Rajouri",Jammu And Kashmir,MBBS,Open,General,3
21777,All India,"Government Medical College, Rajouri",Jammu And Kashmir,MBBS,OBC,OBC,3
1048709,All India,"Government Medical College, Rajouri",Jammu And Kashmir,MBBS,OBC PwD,OBC PwD,2
117923,All India,"Government Medical College, Rajouri",Jammu And Kashmir,MBBS,SC,SC,3
116305,All India,"Government Medical College, Rajouri",Jammu And Kashmir,MBBS,ST,ST,3
26439,All India,"Government Medical College, Ramagundam",Telangana,MBBS,EWS,EWS,3
23765,All India,"Government Medical College, Ramagundam",Telangana,MBBS,Open,General,3
803458,All India,"Government Medical College, Ramagundam",Telangana,MBBS,Open PwD,General PwD,1
1037462,All India,"Government Medical College, Ramagundam",Telangana,MBBS,Open PwD,GNYes,2
24128,All India,"Government Medical College, Ramagundam",Telangana,MBBS,OBC,OBC,3
1113178,All India,"Government Medical College, Ramagundam",Telangana,MBBS,Open PwD,OBC PwD,3
129330,All India,"Government Medical College, Ramagundam",Telangana,MBBS,SC,SC,2
146402,All India,"Government Medical College, Ramagundam",Telangana,MBBS,ST,ST,2
29876,All India,"Government Medical College, Ramanathapuram",Tamil Nadu,MBBS,EWS,EWS,3
20511,All India,"Government Medical College, Ramanathapuram",Tamil Nadu,MBBS,Open,General,3
781291,All India,"Government Medical College, Ramanathapuram",Tamil Nadu,MBBS,Open PwD,General PwD,1
21048,All India,"Government Medical College, Ramanathapuram",Tamil Nadu,MBBS,OBC,OBC,3
136143,All India,"Government Medical College, Ramanathapuram",Tamil Nadu,MBBS,SC,SC,3
161014,All India,"Government Medical College, Ramanathapuram",Tamil Nadu,MBBS,ST,ST,3
27501,All India,"Government Medical College, Sangareddy",Telangana,MBBS,EWS,EWS,3
23401,All India,"Government Medical College, Sangareddy",Telangana,MBBS,Open,General,3
23662,All India,"Government Medical College, Sangareddy",Telangana,MBBS,OBC,OBC,3
950726,All India,"Government Medical College, Sangareddy",Telangana,MBBS,OBC PwD,OBC PwD,2
126644,All India,"Government Medical College, Sangareddy",Telangana,MBBS,SC,SC,2
150912,All India,"Government Medical College, Sangareddy",Telangana,MBBS,ST,ST,3
17471,All India,"Government Medical College, Sawai Madhopur",Rajasthan,MBBS,EWS,EWS,3
1186460,All India,"Government Medical College, Sawai Madhopur",Rajasthan,MBBS,EWS PwD,EWS PwD,1
16350,All India,"Government Medical College, Sawai Madhopur",Rajasthan,MBBS,Open,General,3
17027,All India,"Government Medical College, Sawai Madhopur",Rajasthan,MBBS,OBC,OBC,3
1004190,All India,"Government Medical College, Sawai Madhopur",Rajasthan,MBBS,OBC PwD,OBC PwD,2
99348,All India,"Government Medical College, Sawai Madhopur",Rajasthan,MBBS,SC,SC,3
78631,All India,"Government Medical College, Sawai Madhopur",Rajasthan,MBBS,ST,ST,1
21089,All India,"Government Medical College, Seoni",Madhya Pradesh,MBBS,EWS,EWS,3
19799,All India,"Government Medical College, Seoni",Madhya Pradesh,MBBS,Open,General,3
20049,All India,"Government Medical College, Seoni",Madhya Pradesh,MBBS,OBC,OBC,3
109608,All India,"Government Medical College, Seoni",Madhya Pradesh,MBBS,SC,SC,3
111935,All India,"Government Medical College, Seoni",Madhya Pradesh,MBBS,ST,ST,2
25475,All India,"Government Medical College, Sindhudurg",Maharashtra,MBBS,EWS,EWS,3
1115020,All India,"Government Medical College, Sindhudurg",Maharashtra,MBBS,EWS PwD,EWS PwD,2
22396,All India,"Government Medical College, Sindhudurg",Maharashtra,MBBS,Open,General,3
23363,All India,"Government Medical College, Sindhudurg",Maharashtra,MBBS,OBC,OBC,3
126698,All India,"Government Medical College, Sindhudurg",Maharashtra,MBBS,SC,SC,3
717607,All India,"Government Medical College, Sindhudurg",Maharashtra,MBBS,SC PwD,SC PwD,1
136446,All India,"Government Medical College, Sindhudurg",Maharashtra,MBBS,ST,ST,3
14611,All India,"Government Medical College, Sriganganagar",Rajasthan,MBBS,EWS,EWS,3
13407,All India,"Government Medical College, Sriganganagar",Rajasthan,MBBS,Open,General,3
612342,All India,"Government Medical College, Sriganganagar",Rajasthan,MBBS,Open PwD,General PwD,1
13425,All India,"Government Medical College, Sriganganagar",Rajasthan,MBBS,OBC,OBC,3
95945,All India,"Government Medical College, Sriganganagar",Rajasthan,MBBS,SC,SC,3
109913,All India,"Government Medical College, Sriganganagar",Rajasthan,MBBS,ST,ST,3
23325,All India,"Government Medical College, Sundargarh",Odisha,MBBS,EWS,EWS,2
23339,All India,"Government Medical College, Sundargarh",Odisha,MBBS,Open,General,3
23647,All India,"Government Medical College, Sundargarh",Odisha,MBBS,OBC,OBC,2
754386,All India,"Government Medical College, Sundargarh",Odisha,MBBS,OBC PwD,OBC PwD,1
117962,All India,"Government Medical College, Sundargarh",Odisha,MBBS,SC,SC,3
149644,All India,"Government Medical College, Sundargarh",Odisha,MBBS,ST,ST,3
9222,All India,"Government Medical College, Surat",Gujarat,MBBS,EWS,EWS,2
384963,All India,"Government Medical College, Surat",Gujarat,MBBS,Open PwD,EWS PwD,1
5895,All India,"Government Medical College, Surat",Gujarat,MBBS,Open,General,2
8149,All India,"Government Medical College, Surat",Gujarat,MBBS,OBC,OBC,3
73788,All India,"Government Medical College, Surat",Gujarat,MBBS,SC,SC,3
77991,All India,"Government Medical College, Surat",Gujarat,MBBS,ST,ST,2
27746,All India,"Government medical College, Thalarasingi village",Andhra Pradesh,MBBS,EWS,EWS,2
17923,All India,"Government medical College, Thalarasingi village",Andhra Pradesh,MBBS,Open,General,1
25539,All India,"Government medical College, Thalarasingi village",Andhra Pradesh,MBBS,OBC,OBC,3
124874,All India,"Government medical College, Thalarasingi village",Andhra Pradesh,MBBS,SC,SC,2
150789,All India,"Government medical College, Thalarasingi village",Andhra Pradesh,MBBS,ST,ST,2
28538,All India,"Government Medical College, Thiruvallur",Tamil Nadu,MBBS,EWS,EWS,3
16363,All India,"Government Medical College, Thiruvallur",Tamil Nadu,MBBS,Open,General,3
17425,All India,"Government Medical College, Thiruvallur",Tamil Nadu,MBBS,OBC,OBC,3
1167724,All India,"Government Medical College, Thiruvallur",Tamil Nadu,MBBS,OBC PwD,OBC PwD,2
96548,All India,"Government Medical College, Thiruvallur",Tamil Nadu,MBBS,SC,SC,3
157982,All India,"Government Medical College, Thiruvallur",Tamil Nadu,MBBS,ST,ST,3
29797,All India,"Government Medical College, Tiruppur",Tamil Nadu,MBBS,EWS,EWS,3
14961,All India,"Government Medical College, Tiruppur",Tamil Nadu,MBBS,Open,General,2
15740,All India,"Government Medical College, Tiruppur",Tamil Nadu,MBBS,OBC,OBC,2
135085,All India,"Government Medical College, Tiruppur",Tamil Nadu,MBBS,SC,SC,3
147463,All India,"Government Medical College, Tiruppur",Tamil Nadu,MBBS,ST,ST,2
17169,All India,"Government Medical College, Tonk",Rajasthan,MBBS,Open,EWS,3
17024,All India,"Government Medical College, Tonk",Rajasthan,MBBS,Open,General,3
17331,All India,"Government Medical College, Tonk",Rajasthan,MBBS,OBC,OBC,3
101029,All India,"Government Medical College, Tonk",Rajasthan,MBBS,SC,SC,3
96928,All India,"Government Medical College, Tonk",Rajasthan,MBBS,ST,ST,2
28560,All India,"Government Medical College, Virudhunagar",Tamil Nadu,MBBS,EWS,EWS,2
17247,All India,"Government Medical College, Virudhunagar",Tamil Nadu,MBBS,Open,General,3
785870,All India,"Government Medical College, Virudhunagar",Tamil Nadu,MBBS,Open PwD,General PwD,1
1062708,All India,"Government Medical College, Virudhunagar",Tamil Nadu,MBBS,Open PwD,GNYes,2
18847,All India,"Government Medical College, Virudhunagar",Tamil Nadu,MBBS,OBC,OBC,3
136372,All India,"Government Medical College, Virudhunagar",Tamil Nadu,MBBS,SC,SC,3
161133,All India,"Government Medical College, Virudhunagar",Tamil Nadu,MBBS,ST,ST,3
26579,All India,"Government Medical College, Washim",Maharashtra,MBBS,EWS,EWS,3
24466,All India,"Government Medical College, Washim",Maharashtra,MBBS,Open,General,3
24931,All India,"Government Medical College, Washim",Maharashtra,MBBS,OBC,OBC,3
839378,All India,"Government Medical College, Washim",Maharashtra,MBBS,OBC PwD,OBC PwD,2
128039,All India,"Government Medical College, Washim",Maharashtra,MBBS,SC,SC,3
143127,All India,"Government Medical College, Washim",Maharashtra,MBBS,ST,ST,3
29472,All India,"Government Medical College, Wayanad",Kerala,MBBS,EWS,EWS,3
12198,All India,"Government Medical College, Wayanad",Kerala,MBBS,Open,General,2
15455,All India,"Government Medical College, Wayanad",Kerala,MBBS,OBC,OBC,2
130708,All India,"Government Medical College, Wayanad",Kerala,MBBS,SC,SC,2
28813,All India,"Government Medical College, Yadadri",Telangana,MBBS,EWS,EWS,3
22181,All India,"Government Medical College, Yadadri",Telangana,MBBS,Open,General,2
25386,All India,"Government Medical College, Yadadri",Telangana,MBBS,OBC,OBC,3
129387,All India,"Government Medical College, Yadadri",Telangana,MBBS,SC,SC,3
141574,All India,"Government Medical College, Yadadri",Telangana,MBBS,ST,ST,2
20866,All India,"Government of Medical College and Hospital, Balasore",Odisha,MBBS,EWS,EWS,3
18325,All India,"Government of Medical College and Hospital, Balasore",Odisha,MBBS,Open,General,3
699953,All India,"Government of Medical College and Hospital, Balasore",Odisha,MBBS,Open PwD,General PwD,1
1003115,All India,"Government of Medical College and Hospital, Balasore",Odisha,MBBS,Open PwD,GNYes,2
20113,All India,"Government of Medical College and Hospital, Balasore",Odisha,MBBS,OBC,OBC,3
1092926,All India,"Government of Medical College and Hospital, Balasore",Odisha,MBBS,Open PwD,OBC PwD,3
93286,All India,"Government of Medical College and Hospital, Balasore",Odisha,MBBS,SC,SC,3
149202,All India,"Government of Medical College and Hospital, Balasore",Odisha,MBBS,ST,ST,3
50669,All India,Govt Den Coll Dental Wing Patiala,Punjab,BDS,EWS,EWS,3
38401,All India,Govt Den Coll Dental Wing Patiala,Punjab,BDS,Open,General,3
45477,All India,Govt Den Coll Dental Wing Patiala,Punjab,BDS,OBC,OBC,3
166110,All India,Govt Den Coll Dental Wing Patiala,Punjab,BDS,SC,SC,3
234889,All India,Govt Den Coll Dental Wing Patiala,Punjab,BDS,ST,ST,3
59573,All India,Govt Dental College Kannur,Kerala,BDS,EWS,EWS,3
32560,All India,Govt Dental College Kannur,Kerala,BDS,Open,General,2
39522,All India,Govt Dental College Kannur,Kerala,BDS,OBC,OBC,2
167385,All India,Govt Dental College Kannur,Kerala,BDS,SC,SC,3
241599,All India,Govt Dental College Kannur,Kerala,BDS,ST,ST,3
31435,All India,Govt Dental College Pudukkottai,Tamil Nadu,BDS,Open,EWS,1
39843,All India,Govt Dental College Pudukkottai,Tamil Nadu,BDS,Open,General,3
44293,All India,Govt Dental College Pudukkottai,Tamil Nadu,BDS,OBC,OBC,3
160513,All India,Govt Dental College Pudukkottai,Tamil Nadu,BDS,SC,SC,3
52769,All India,Govt Dental College RIMS Kadapa,Andhra Pradesh,BDS,EWS,EWS,3
48096,All India,Govt Dental College RIMS Kadapa,Andhra Pradesh,BDS,Open,General,3
49949,All India,Govt Dental College RIMS Kadapa,Andhra Pradesh,BDS,OBC,OBC,3
176345,All India,Govt Dental College RIMS Kadapa,Andhra Pradesh,BDS,SC,SC,3
241429,All India,Govt Dental College RIMS Kadapa,Andhra Pradesh,BDS,ST,ST,3
10796,All India,"Govt institute of Medcial Sciences, Greater Noida",Uttar Pradesh,MBBS,EWS,EWS,3
6760,All India,"Govt institute of Medcial Sciences, Greater Noida",Uttar Pradesh,MBBS,Open,General,3
9983,All India,"Govt institute of Medcial Sciences, Greater Noida",Uttar Pradesh,MBBS,OBC,OBC,3
65741,All India,"Govt institute of Medcial Sciences, Greater Noida",Uttar Pradesh,MBBS,SC,SC,3
75015,All India,"Govt institute of Medcial Sciences, Greater Noida",Uttar Pradesh,MBBS,ST,ST,1
17379,All India,Govt Medical College Badaun,Uttar Pradesh,MBBS,EWS,EWS,3
16066,All India,Govt Medical College Badaun,Uttar Pradesh,MBBS,Open,General,3
16929,All India,Govt Medical College Badaun,Uttar Pradesh,MBBS,OBC,OBC,3
100034,All India,Govt Medical College Badaun,Uttar Pradesh,MBBS,SC,SC,3
106452,All India,Govt Medical College Badaun,Uttar Pradesh,MBBS,ST,ST,2
19563,All India,Govt Medical College Baramati,Maharashtra,MBBS,EWS,EWS,3
13301,All India,Govt Medical College Baramati,Maharashtra,MBBS,Open,General,3
16915,All India,Govt Medical College Baramati,Maharashtra,MBBS,OBC,OBC,3
95419,All India,Govt Medical College Baramati,Maharashtra,MBBS,SC,SC,2
120996,All India,Govt Medical College Baramati,Maharashtra,MBBS,ST,ST,3
13411,All India,Govt Medical College Barmer,Rajasthan,MBBS,Open,EWS,3
13586,All India,Govt Medical College Barmer,Rajasthan,MBBS,Open,General,3
14754,All India,Govt Medical College Barmer,Rajasthan,MBBS,OBC,OBC,3
90279,All India,Govt Medical College Barmer,Rajasthan,MBBS,SC,SC,3
100855,All India,Govt Medical College Barmer,Rajasthan,MBBS,ST,ST,3
19273,All India,Govt Medical College Basti,Uttar Pradesh,MBBS,EWS,EWS,3
505697,All India,Govt Medical College Basti,Uttar Pradesh,MBBS,Open PwD,EWS PwD,1
17915,All India,Govt Medical College Basti,Uttar Pradesh,MBBS,Open,General,3
18806,All India,Govt Medical College Basti,Uttar Pradesh,MBBS,OBC,OBC,3
626802,All India,Govt Medical College Basti,Uttar Pradesh,MBBS,OBC PwD,OBC PwD,1
108453,All India,Govt Medical College Basti,Uttar Pradesh,MBBS,SC,SC,3
116051,All India,Govt Medical College Basti,Uttar Pradesh,MBBS,ST,ST,3
18667,All India,Govt Medical College Faizabad,Uttar Pradesh,MBBS,EWS,EWS,3
15482,All India,Govt Medical College Faizabad,Uttar Pradesh,MBBS,Open,General,3
16835,All India,Govt Medical College Faizabad,Uttar Pradesh,MBBS,OBC,OBC,3
97911,All India,Govt Medical College Faizabad,Uttar Pradesh,MBBS,SC,SC,3
107947,All India,Govt Medical College Faizabad,Uttar Pradesh,MBBS,ST,ST,3
16479,All India,Govt Medical College Firozabad,Uttar Pradesh,MBBS,Open,EWS,3
16085,All India,Govt Medical College Firozabad,Uttar Pradesh,MBBS,Open,General,3
17273,All India,Govt Medical College Firozabad,Uttar Pradesh,MBBS,OBC,OBC,3
78543,All India,Govt Medical College Firozabad,Uttar Pradesh,MBBS,SC,SC,2
1252703,All India,Govt Medical College Firozabad,Uttar Pradesh,MBBS,SC PwD,SC PwD,2
112116,All India,Govt Medical College Firozabad,Uttar Pradesh,MBBS,ST,ST,3
1059319,All India,Govt Medical College Firozabad,Uttar Pradesh,MBBS,ST PwD,ST PwD,1
28738,All India,Govt Medical College Kannur,Kerala,MBBS,EWS,EWS,3
11271,All India,Govt Medical College Kannur,Kerala,MBBS,Open,General,3
11877,All India,Govt Medical College Kannur,Kerala,MBBS,OBC,OBC,3
125961,All India,Govt Medical College Kannur,Kerala,MBBS,SC,SC,3
137232,All India,Govt Medical College Kannur,Kerala,MBBS,ST,ST,3
26652,All India,Govt Medical College Nalgonda,Telangana,MBBS,EWS,EWS,2
1202783,All India,Govt Medical College Nalgonda,Telangana,MBBS,EWS PwD,EWS PwD,2
22637,All India,Govt Medical College Nalgonda,Telangana,MBBS,Open,General,3
617644,All India,Govt Medical College Nalgonda,Telangana,MBBS,Open PwD,General PwD,1
977798,All India,Govt Medical College Nalgonda,Telangana,MBBS,Open PwD,GNYes,2
23202,All India,Govt Medical College Nalgonda,Telangana,MBBS,OBC,OBC,3
126040,All India,Govt Medical College Nalgonda,Telangana,MBBS,SC,SC,3
145525,All India,Govt Medical College Nalgonda,Telangana,MBBS,ST,ST,3
13961,All India,Govt Medical College Ratlam,Madhya Pradesh,MBBS,EWS,EWS,2
13460,All India,Govt Medical College Ratlam,Madhya Pradesh,MBBS,Open,General,3
516382,All India,Govt Medical College Ratlam,Madhya Pradesh,MBBS,Open PwD,General PwD,1
13959,All India,Govt Medical College Ratlam,Madhya Pradesh,MBBS,Open,OBC,3
792211,All India,Govt Medical College Ratlam,Madhya Pradesh,MBBS,Open PwD,OBC PwD,2
91920,All India,Govt Medical College Ratlam,Madhya Pradesh,MBBS,SC,SC,3
102657,All India,Govt Medical College Ratlam,Madhya Pradesh,MBBS,ST,ST,2
19899,All India,Govt Medical College Shahdol,Madhya Pradesh,MBBS,EWS,EWS,3
1186460,All India,Govt Medical College Shahdol,Madhya Pradesh,MBBS,EWS PwD,EWS PwD,2
19132,All India,Govt Medical College Shahdol,Madhya Pradesh,MBBS,Open,General,3
19508,All India,Govt Medical College Shahdol,Madhya Pradesh,MBBS,OBC,OBC,3
110702,All India,Govt Medical College Shahdol,Madhya Pradesh,MBBS,SC,SC,3
105247,All India,Govt Medical College Shahdol,Madhya Pradesh,MBBS,ST,ST,2
17073,All India,Govt Medical college Shivpuri,Madhya Pradesh,MBBS,EWS,EWS,3
16607,All India,Govt Medical college Shivpuri,Madhya Pradesh,MBBS,Open,General,3
17022,All India,Govt Medical college Shivpuri,Madhya Pradesh,MBBS,OBC,OBC,3
95974,All India,Govt Medical college Shivpuri,Madhya Pradesh,MBBS,SC,SC,3
111337,All India,Govt Medical college Shivpuri,Madhya Pradesh,MBBS,ST,ST,3
28771,All India,Govt Medical College Vikarabad,Telangana,MBBS,EWS,EWS,3
25392,All India,Govt Medical College Vikarabad,Telangana,MBBS,Open,General,3
25693,All India,Govt Medical College Vikarabad,Telangana,MBBS,OBC,OBC,3
134192,All India,Govt Medical College Vikarabad,Telangana,MBBS,SC,SC,3
156857,All India,Govt Medical College Vikarabad,Telangana,MBBS,ST,ST,3
27733,All India,Govt Medical College Vizianagaram,Andhra Pradesh,MBBS,EWS,EWS,2
25301,All India,Govt Medical College Vizianagaram,Andhra Pradesh,MBBS,Open,General,3
25481,All India,Govt Medical College Vizianagaram,Andhra Pradesh,MBBS,OBC,OBC,3
124670,All India,Govt Medical College Vizianagaram,Andhra Pradesh,MBBS,SC,SC,2
157855,All India,Govt Medical College Vizianagaram,Andhra Pradesh,MBBS,ST,ST,3
13662,All India,"Govt Medical College, Churu",Rajasthan,MBBS,EWS,EWS,2
11548,All India,"Govt Medical College, Churu",Rajasthan,MBBS,Open,General,3
12207,All India,"Govt Medical College, Churu",Rajasthan,MBBS,OBC,OBC,3
80810,All India,"Govt Medical College, Churu",Rajasthan,MBBS,SC,SC,3
91685,All India,"Govt Medical College, Churu",Rajasthan,MBBS,ST,ST,2
15562,All India,"Govt Medical College, Dungarpur",Rajasthan,MBBS,EWS,EWS,3
14186,All India,"Govt Medical College, Dungarpur",Rajasthan,MBBS,Open,General,3
798374,All India,"Govt Medical College, Dungarpur",Rajasthan,MBBS,Open PwD,GNYes,2
15232,All India,"Govt Medical College, Dungarpur",Rajasthan,MBBS,OBC,OBC,3
1022189,All India,"Govt Medical College, Dungarpur",Rajasthan,MBBS,Open PwD,OBC PwD,3
90276,All India,"Govt Medical College, Dungarpur",Rajasthan,MBBS,SC,SC,3
102692,All India,"Govt Medical College, Dungarpur",Rajasthan,MBBS,ST,ST,3
28133,All India,"Govt Medical College, Ernakulam",Kerala,MBBS,EWS,EWS,3
893562,All India,"Govt Medical College, Ernakulam",Kerala,MBBS,EWS PwD,EWS PwD,1
11149,All India,"Govt Medical College, Ernakulam",Kerala,MBBS,Open,General,3
11625,All India,"Govt Medical College, Ernakulam",Kerala,MBBS,OBC,OBC,3
117560,All India,"Govt Medical College, Ernakulam",Kerala,MBBS,SC,SC,3
124344,All India,"Govt Medical College, Ernakulam",Kerala,MBBS,ST,ST,2
29504,All India,"Govt Medical College, Idukki",Kerala,MBBS,EWS,EWS,3
14415,All India,"Govt Medical College, Idukki",Kerala,MBBS,Open,General,3
1021236,All India,"Govt Medical College, Idukki",Kerala,MBBS,Open PwD,GNYes,2
14756,All India,"Govt Medical College, Idukki",Kerala,MBBS,OBC,OBC,3
894551,All India,"Govt Medical College, Idukki",Kerala,MBBS,Open PwD,OBC PwD,3
133417,All India,"Govt Medical College, Idukki",Kerala,MBBS,SC,SC,3
158046,All India,"Govt Medical College, Idukki",Kerala,MBBS,ST,ST,3
25129,All India,"Govt Medical College, Jogulamba, Gadwal",Telangana,MBBS,Open,General,3
25216,All India,"Govt Medical College, Jogulamba, Gadwal",Telangana,MBBS,OBC,OBC,3
132805,All India,"Govt Medical College, Jogulamba, Gadwal",Telangana,MBBS,SC,SC,3
151485,All India,"Govt Medical College, Jogulamba, Gadwal",Telangana,MBBS,ST,ST,3
29410,All India,"Govt Medical College, Mulugu",Telangana,MBBS,EWS,EWS,3
24362,All India,"Govt Medical College, Mulugu",Telangana,MBBS,Open,General,2
25774,All India,"Govt Medical College, Mulugu",Telangana,MBBS,OBC,OBC,3
134132,All India,"Govt Medical College, Mulugu",Telangana,MBBS,SC,SC,3
159079,All India,"Govt Medical College, Mulugu",Telangana,MBBS,ST,ST,3
16658,All India,"Govt Medical College, Nagaur",Rajasthan,MBBS,EWS,EWS,2
15699,All India,"Govt Medical College, Nagaur",Rajasthan,MBBS,Open,General,3
17065,All India,"Govt Medical College, Nagaur",Rajasthan,MBBS,OBC,OBC,3
100025,All India,"Govt Medical College, Nagaur",Rajasthan,MBBS,SC,SC,3
109833,All India,"Govt Medical College, Nagaur",Rajasthan,MBBS,ST,ST,3
26031,All India,"Govt Medical College, Palakkad",Kerala,MBBS,EWS,EWS,2
12489,All India,"Govt Medical College, Palakkad",Kerala,MBBS,Open,General,3
14342,All India,"Govt Medical College, Palakkad",Kerala,MBBS,OBC,OBC,3
130147,All India,"Govt Medical College, Palakkad",Kerala,MBBS,SC,SC,3
154537,All India,"Govt Medical College, Palakkad",Kerala,MBBS,ST,ST,3
27505,All India,"Govt Medical College, Wanaparthy",Telangana,MBBS,EWS,EWS,3
24769,All India,"Govt Medical College, Wanaparthy",Telangana,MBBS,Open,General,3
720808,All India,"Govt Medical College, Wanaparthy",Telangana,MBBS,Open PwD,General PwD,1
24977,All India,"Govt Medical College, Wanaparthy",Telangana,MBBS,OBC,OBC,3
1104692,All India,"Govt Medical College, Wanaparthy",Telangana,MBBS,Open PwD,OBC PwD,3
132514,All India,"Govt Medical College, Wanaparthy",Telangana,MBBS,SC,SC,3
152717,All India,"Govt Medical College, Wanaparthy",Telangana,MBBS,ST,ST,3
28638,All India,"Govt. College of Dentistry, Indore",Madhya Pradesh,BDS,Open,EWS,2
38793,All India,"Govt. College of Dentistry, Indore",Madhya Pradesh,BDS,Open,General,3
42454,All India,"Govt. College of Dentistry, Indore",Madhya Pradesh,BDS,OBC,OBC,3
180105,All India,"Govt. College of Dentistry, Indore",Madhya Pradesh,BDS,SC,SC,3
230379,All India,"Govt. College of Dentistry, Indore",Madhya Pradesh,BDS,ST,ST,3
34320,All India,"Govt. D.C. & Research Inst, Bangalore",Karnataka,BDS,EWS,EWS,1
34472,All India,"Govt. D.C. & Research Inst, Bangalore",Karnataka,BDS,Open,General,2
44808,All India,"Govt. D.C. & Research Inst, Bangalore",Karnataka,BDS,OBC,OBC,3
184434,All India,"Govt. D.C. & Research Inst, Bangalore",Karnataka,BDS,SC,SC,3
210667,All India,"Govt. D.C. & Research Inst, Bangalore",Karnataka,BDS,ST,ST,3
53000,All India,"Govt. DC & Research Inst., Bellary",Karnataka,BDS,EWS,EWS,3
47189,All India,"Govt. DC & Research Inst., Bellary",Karnataka,BDS,Open,General,3
49378,All India,"Govt. DC & Research Inst., Bellary",Karnataka,BDS,OBC,OBC,3
985681,All India,"Govt. DC & Research Inst., Bellary",Karnataka,BDS,Open PwD,OBC PwD,1
168715,All India,"Govt. DC & Research Inst., Bellary",Karnataka,BDS,SC,SC,2
240402,All India,"Govt. DC & Research Inst., Bellary",Karnataka,BDS,ST,ST,3
47107,All India,"Govt. Dental Coll.& Hosp., Jamnagar",Gujarat,BDS,EWS,EWS,2
40397,All India,"Govt. Dental Coll.& Hosp., Jamnagar",Gujarat,BDS,Open,General,3
46806,All India,"Govt. Dental Coll.& Hosp., Jamnagar",Gujarat,BDS,OBC,OBC,3
1145270,All India,"Govt. Dental Coll.& Hosp., Jamnagar",Gujarat,BDS,Open PwD,OBC PwD,1
176126,All India,"Govt. Dental Coll.& Hosp., Jamnagar",Gujarat,BDS,SC,SC,3
229607,All India,"Govt. Dental Coll.& Hosp., Jamnagar",Gujarat,BDS,ST,ST,3
39518,All India,"Govt. Dental College & Hosp, Ahmedabad",Gujarat,BDS,EWS,EWS,2
37375,All India,"Govt. Dental College & Hosp, Ahmedabad",Gujarat,BDS,Open,General,2
41061,All India,"Govt. Dental College & Hosp, Ahmedabad",Gujarat,BDS,OBC,OBC,2
165514,All India,"Govt. Dental College & Hosp, Ahmedabad",Gujarat,BDS,SC,SC,3
221425,All India,"Govt. Dental College & Hosp, Ahmedabad",Gujarat,BDS,ST,ST,3
52122,All India,"Govt. Dental College & Hosp., Aurangabad",Maharashtra,BDS,EWS,EWS,3
39472,All India,"Govt. Dental College & Hosp., Aurangabad",Maharashtra,BDS,Open,General,2
47272,All India,"Govt. Dental College & Hosp., Aurangabad",Maharashtra,BDS,OBC,OBC,3
170480,All India,"Govt. Dental College & Hosp., Aurangabad",Maharashtra,BDS,SC,SC,3
236598,All India,"Govt. Dental College & Hosp., Aurangabad",Maharashtra,BDS,ST,ST,3
41234,All India,"Govt. Dental College & Hosp., Mumbai",Maharashtra,BDS,EWS,EWS,2
38542,All India,"Govt. Dental College & Hosp., Mumbai",Maharashtra,BDS,Open,General,3
43347,All India,"Govt. Dental College & Hosp., Mumbai",Maharashtra,BDS,OBC,OBC,3
179879,All India,"Govt. Dental College & Hosp., Mumbai",Maharashtra,BDS,SC,SC,3
207467,All India,"Govt. Dental College & Hosp., Mumbai",Maharashtra,BDS,ST,ST,2
48494,All India,"Govt. Dental College & Hosp., Nagpur",Maharashtra,BDS,EWS,EWS,3
36422,All India,"Govt. Dental College & Hosp., Nagpur",Maharashtra,BDS,Open,General,3
42362,All India,"Govt. Dental College & Hosp., Nagpur",Maharashtra,BDS,OBC,OBC,3
170623,All India,"Govt. Dental College & Hosp., Nagpur",Maharashtra,BDS,SC,SC,2
903910,All India,"Govt. Dental College & Hosp., Nagpur",Maharashtra,BDS,Open PwD,SC PwD,1
36606,All India,"Govt. Dental College, Kottayam",Kerala,BDS,Open,General,2
38514,All India,"Govt. Dental College, Kottayam",Kerala,BDS,OBC,OBC,2
920127,All India,"Govt. Dental College, Kottayam",Kerala,BDS,OBC PwD,OBC PwD,1
189221,All India,"Govt. Dental College, Kottayam",Kerala,BDS,SC,SC,3
46984,All India,"Govt. Dental College, Kozikode",Kerala,BDS,EWS,EWS,2
27016,All India,"Govt. Dental College, Kozikode",Kerala,BDS,Open,General,2
29886,All India,"Govt. Dental College, Kozikode",Kerala,BDS,OBC,OBC,2
166720,All India,"Govt. Dental College, Kozikode",Kerala,BDS,SC,SC,3
235969,All India,"Govt. Dental College, Kozikode",Kerala,BDS,ST,ST,3
41751,All India,"Govt. Dental College, Raipur",Chhattisgarh,BDS,Open,EWS,2
43734,All India,"Govt. Dental College, Raipur",Chhattisgarh,BDS,Open,General,3
1045980,All India,"Govt. Dental College, Raipur",Chhattisgarh,BDS,Open PwD,General PwD,1
