opening_rank,closing_rank,year,round_number,category_le,quota_le,state_le,seat_ratio,historical_cutoff_gap,college_name_le
3072,5835,2021,0,4,1,9,0.0,2763,140
18679,247230,2021,0,2,1,9,0.0,228551,112
3387,4198,2022,0,2,1,9,0.0,811,140
20142,272712,2023,0,2,1,19,0.0,252570,199
19425,717777,2021,0,4,3,19,0.0,698352,96
25794,630689,2022,0,2,1,19,0.0,604895,123
28309,668134,2023,0,2,5,9,0.0,639825,112
23409,454308,2022,0,2,1,9,0.0,430899,112
5865,8780,2023,0,2,1,0,0.0,2915,119
28712,704635,2023,0,2,1,19,0.0,675923,196
16632,731491,2021,0,6,1,19,0.0,714859,199
5572,8082,2021,0,2,1,9,0.0,2510,110
16519,122820,2022,0,4,1,12,0.0,106301,160
8390,14578,2023,0,2,0,19,0.0,6188,68
13518,61951,2022,0,2,5,19,0.0,48433,40
2218,3414,2021,0,6,1,19,0.0,1196,68
5975,17550,2021,0,0,1,0,0.0,11575,69
16003,78281,2023,0,2,1,19,0.0,62278,102
1852,2039,2023,0,2,1,19,0.0,187,48
8519,13899,2020,0,2,1,19,0.0,5380,125
3668,4573,2023,0,2,1,19,0.0,905,149
2715,4690,2021,0,6,1,19,0.0,1975,192
20579,291200,2022,0,2,1,19,0.0,270621,194
5503,8181,2022,0,4,1,16,0.0,2678,102
5954,9151,2022,0,4,5,0,0.0,3197,119
8486,13818,2020,0,4,1,0,0.0,5332,133
12649,37263,2023,0,0,1,0,0.0,24614,73
17904,263475,2020,0,2,1,9,0.0,245571,112
4962,7140,2023,0,2,1,9,0.0,2178,76
7541,12192,2021,0,2,5,0,0.0,4651,133
7471,11498,2020,0,2,1,9,0.0,4027,88
1723,32918,2021,3,2,1,0,0.0,31195,58
20843,381196,2021,0,2,5,19,0.0,360353,21
8652,14267,2020,0,4,1,0,0.0,5615,133
4809,6665,2023,0,2,1,16,0.0,1856,68
6503,10136,2023,0,4,1,19,0.0,3633,131
2732,3270,2023,0,2,1,19,0.0,538,143
13127,76172,2020,0,7,1,19,0.0,63045,187
4627,6278,2020,0,2,5,19,0.0,1651,88
8881,14868,2020,0,4,1,7,0.0,5987,45
9099,15316,2023,0,4,1,19,0.0,6217,40
14988,133358,2020,0,2,1,0,0.0,118370,13
53612,2,2020,0,7,1,19,0.0,0,149
15773,409432,2020,0,4,1,19,0.0,393659,35
20144,269827,2022,0,2,1,19,0.0,249683,48
25864,692406,2023,0,2,1,19,0.0,666542,199
12642,122054,2023,0,0,1,12,0.0,109412,160
2694,39698,2022,3,4,1,18,0.0,37004,57
9677,115485,2021,0,6,1,19,0.0,105808,160
84218,1,2025,0,2,1,19,0.0,0,107
18578,200142,2022,0,2,1,19,0.0,181564,196
15117,22,2025,0,4,0,19,0.0,0,190
11852,107265,2021,0,9,1,19,0.0,95413,95
18602,591599,2021,0,2,3,19,0.0,572997,34
18363,285437,2020,0,4,1,19,0.0,267074,196
2657,3121,2022,0,2,1,19,0.0,464,88
15978,618619,2021,0,6,1,19,0.0,602641,16
21337,231813,2023,0,2,1,19,0.0,210476,138
13435,60291,2022,0,2,1,19,0.0,46856,105
16836,132443,2022,0,2,5,19,0.0,115607,105
14678,91152,2021,0,2,1,19,0.0,76474,160
6719,10562,2023,0,2,5,13,0.0,3843,63
28815,714435,2023,0,2,5,19,0.0,685620,123
9977,17186,2023,0,4,1,19,0.0,7209,68
2573,3004,2022,0,4,1,19,0.0,431,148
14016,409358,2021,0,6,1,19,0.0,395342,21
9789,54924,2021,0,7,1,19,0.0,45135,88
1046,1098,2021,0,4,1,4,0.0,52,130
8976,89359,2021,0,7,1,19,0.0,80383,68
9816,55601,2021,0,7,1,19,0.0,45785,184
18873,629165,2021,0,2,3,19,0.0,610292,171
7216,14513,2021,0,0,1,0,0.0,7297,69
21991,368684,2022,0,2,1,19,0.0,346693,123
8337,13904,2021,0,2,1,7,0.0,5567,45
2281,2647,2021,0,2,5,13,0.0,366,90
22107,474335,2021,0,4,1,19,0.0,452228,28
4108,5927,2021,0,2,1,5,0.0,1819,132
3665,436677,2021,3,4,5,19,0.0,433012,138
27008,744299,2022,0,7,1,19,0.0,717291,196
2846,3436,2023,0,2,1,19,0.0,590,143
9038,55545,2020,0,9,1,9,0.0,46507,156
18095,721507,2025,0,4,1,19,0.0,703412,89
12267,22657,2023,0,2,1,19,0.0,10390,33
20350,190034,2023,0,2,5,19,0.0,169684,138
13613,86472,2020,0,9,0,19,0.0,72859,95
19697,250890,2023,0,2,1,19,0.0,231193,138
19495,239534,2023,0,2,1,19,0.0,220039,138
14833,258134,2021,0,4,3,19,0.0,243301,21
14529,238138,2021,0,2,3,0,0.0,223609,13
12521,65447,2020,0,2,1,19,0.0,52926,107
22770,301590,2023,0,2,1,19,0.0,278820,9
14217,217897,2021,0,0,3,19,0.0,203680,138
4431,5960,2020,0,2,6,4,0.0,1529,193
19324,230335,2022,0,2,1,0,0.0,211011,13
3343,4065,2023,0,2,1,7,0.0,722,101
10831,38253,2020,0,2,1,0,0.0,27422,138
17573,248189,2020,0,2,5,19,0.0,230616,138
28410,678535,2023,0,2,1,19,0.0,650125,127
2821,3317,2023,0,4,1,7,0.0,496,101
13473,34366,2023,0,2,1,13,0.0,20893,186
17474,107242,2023,0,7,1,19,0.0,89768,68
3610,4637,2020,0,2,1,9,0.0,1027,140
7860,60534,2021,0,7,1,19,0.0,52674,97
13343,251994,2020,0,4,1,19,0.0,238651,102
130708,163,2025,0,7,0,19,0.0,0,68
12080,116490,2021,0,7,3,19,0.0,104410,160
4529,18,2025,0,4,1,9,0.0,0,169
14325,107740,2020,0,2,1,7,0.0,93415,100
6998,11509,2023,0,4,1,19,0.0,4511,190
5056,7171,2023,0,2,1,19,0.0,2115,138
8132,12984,2020,0,2,1,19,0.0,4852,118
21923,260342,2023,0,2,1,19,0.0,238419,124
18416,567052,2021,0,4,3,19,0.0,548636,166
12212,257352,2021,0,6,1,0,0.0,245140,13
6752,12805,2021,0,2,1,7,0.0,6053,45
1401,19439,2022,3,2,1,12,0.0,18038,68
28186,657983,2023,0,2,4,19,0.0,629797,34
12690,295052,2021,0,6,1,19,0.0,282362,21
13175,76973,2020,0,2,1,19,0.0,63798,160
12888,72028,2020,0,9,1,19,0.0,59140,93
22297,276486,2023,0,2,1,0,0.0,254189,13
23133,647209,2020,0,2,1,19,0.0,624076,127
8324,134565,2020,0,4,1,19,0.0,126241,118
13604,35885,2023,0,2,6,4,0.0,22281,193
14076,71735,2022,0,2,1,19,0.0,57659,105
4183,5433,2023,0,2,6,4,0.0,1250,193
14539,459197,2021,0,6,1,19,0.0,444658,123
20494,577201,2025,0,4,1,19,0.0,556707,68
22839,416550,2022,0,2,1,9,0.0,393711,112
5074,7056,2020,0,2,1,19,0.0,1982,68
25393,452822,2023,0,2,1,9,0.0,427429,112
14496,114158,2020,0,2,5,0,0.0,99662,13
6863,14279,2020,0,4,1,19,0.0,7416,44
2885,3655,2021,0,4,1,9,0.0,770,46
3753,4864,2020,0,2,1,19,0.0,1111,94
3952,5593,2021,0,2,1,19,0.0,1641,139
3509,4806,2020,0,4,1,9,0.0,1297,140
19394,286713,2021,0,7,1,19,0.0,267319,35
13403,33482,2023,0,2,5,9,0.0,20079,156
22105,374749,2022,0,2,1,19,0.0,352644,35
4609,6428,2022,0,4,1,17,0.0,1819,136
5819,9749,2020,0,2,1,19,0.0,3930,68
3881,5015,2021,0,2,1,19,0.0,1134,149
6837,10302,2020,0,2,5,19,0.0,3465,68
4253,10553,2021,0,4,1,19,0.0,6300,131
9115,92766,2021,0,6,1,19,0.0,83651,160
15476,154306,2020,0,2,5,19,0.0,138830,102
13695,283203,2025,0,2,1,19,0.0,269508,74
380507,3,2024,0,2,3,12,0.0,0,159
5039,7061,2021,0,2,1,19,0.0,2022,138
18680,132761,2023,0,2,5,19,0.0,114081,105
4316,5743,2021,0,2,1,7,0.0,1427,134
5190,8226,2020,0,4,1,19,0.0,3036,81
13017,322806,2021,0,6,1,19,0.0,309789,102
12987,42532,2023,0,7,1,19,0.0,29545,143
12985,154565,2021,0,2,3,0,0.0,141580,13
12354,52819,2021,0,2,5,7,0.0,40465,91
4056,5795,2020,0,4,1,19,0.0,1739,102
16822,132056,2022,0,2,1,19,0.0,115234,105
6813,10263,2020,0,2,0,19,0.0,3450,95
15596,831020,2025,0,4,1,19,0.0,815424,170
11796,53273,2020,0,2,1,19,0.0,41477,105
21129,222480,2023,0,2,1,19,0.0,201351,35
8761,84294,2021,0,6,1,7,0.0,75533,100
14884,129139,2020,0,2,1,13,0.0,114255,199
14782,210475,2022,0,2,1,12,0.0,195693,138
23804,356384,2023,0,2,1,19,0.0,332580,198
14499,114300,2020,0,2,1,7,0.0,99801,100
11478,38919,2021,0,2,1,13,0.0,27441,186
14341,108366,2020,0,2,1,7,0.0,94025,100
15393,296381,2021,0,2,3,19,0.0,280988,35
26611,703421,2022,0,2,1,19,0.0,676810,104
15335,195052,2024,0,0,1,12,0.0,179717,138
10743,22758,2022,0,2,1,19,0.0,12015,138
21970,462722,2021,0,2,5,19,0.0,440752,180
8235,27025,2021,0,2,3,13,0.0,18790,186
10915,176663,2021,0,6,1,19,0.0,165748,102
24664,539706,2022,0,2,1,19,0.0,515042,198
5028,6965,2020,0,2,1,19,0.0,1937,192
4739,6682,2022,0,2,5,19,0.0,1943,131
12827,70962,2020,0,2,4,7,0.0,58135,100
16905,525879,2020,0,4,1,19,0.0,508974,199
4319,10813,2021,0,0,1,19,0.0,6494,191
19791,363442,2020,0,2,5,13,0.0,343651,6
10446,19447,2023,0,4,1,18,0.0,9001,68
22031,525439,2020,0,2,1,19,0.0,503408,171
9098,16178,2022,0,2,1,19,0.0,7080,187
20907,433855,2020,0,2,1,4,0.0,412948,130
5452,8013,2023,0,2,5,19,0.0,2561,88
19674,356893,2020,0,2,1,0,0.0,337219,122
6848,11220,2023,0,2,1,3,0.0,4372,68
28009,869202,2022,0,2,1,19,0.0,841193,194
14765,54064,2023,0,2,1,13,0.0,39299,186
4582,6214,2023,0,2,5,19,0.0,1632,138
12364,23269,2023,0,2,5,19,0.0,10905,89
16302,364899,2021,0,2,3,19,0.0,348597,167
19068,322417,2020,0,2,1,13,0.0,303349,6
19720,359974,2020,0,2,1,0,0.0,340254,122
14382,110025,2020,0,2,1,0,0.0,95643,13
9906,23991,2020,0,2,5,9,0.0,14085,169
14042,208853,2021,0,2,3,9,0.0,194811,112
14873,96085,2021,0,2,1,19,0.0,81212,160
5754,8580,2023,0,2,1,19,0.0,2826,102
17604,109653,2023,0,7,1,19,0.0,92049,68
15208,527431,2021,0,6,1,19,0.0,512223,123
5908,8799,2021,0,4,1,0,0.0,2891,138
21805,254229,2023,0,2,4,19,0.0,232424,21
15803,101036,2023,0,2,0,19,0.0,85233,107
5250,7368,2020,0,4,1,19,0.0,2118,88
9133,57538,2020,0,7,1,19,0.0,48405,164
3847,5229,2023,0,4,1,6,0.0,1382,138
19941,322350,2021,0,4,1,19,0.0,302409,21
29508,781486,2023,0,2,5,19,0.0,751978,28
4295,5806,2022,0,2,1,9,0.0,1511,78
7823,12765,2023,0,0,1,9,0.0,4942,88
43592,3,2020,0,7,6,4,0.0,0,193
18773,611875,2021,0,2,3,19,0.0,593102,159
13619,86564,2020,0,2,1,19,0.0,72945,160
21817,451711,2021,0,0,1,9,0.0,429894,112
5687,8460,2023,0,4,1,9,0.0,2773,150
18091,181005,2022,0,2,1,19,0.0,162914,35
9667,10,2025,0,4,0,19,0.0,0,138
6377,3,2025,0,4,1,7,0.0,0,101
4919,13042,2021,0,6,1,19,0.0,8123,68
6488,9931,2021,0,2,1,4,0.0,3443,33
5965,17492,2021,0,0,1,0,0.0,11527,69
8419,13933,2023,0,2,1,19,0.0,5514,184
20399,400370,2020,0,2,1,19,0.0,379971,198
16755,93353,2023,0,2,5,20,0.0,76598,68
7862,22388,2021,0,4,1,7,0.0,14526,58
21824,452043,2021,0,2,1,19,0.0,430219,102
12373,268230,2021,0,6,1,19,0.0,255857,35
8337,13486,2020,0,2,1,19,0.0,5149,68
4458,680389,2021,3,2,3,19,0.0,675931,16
10090,17425,2023,0,2,1,19,0.0,7335,116
21568,354323,2023,0,4,1,13,0.0,332755,199
11594,98212,2021,0,0,3,19,0.0,86618,107
7014,16174,2020,0,4,1,19,0.0,9160,95
16704,122771,2023,0,9,1,0,0.0,106067,133
25992,704013,2023,0,2,1,19,0.0,678021,167
22839,532959,2021,0,2,1,19,0.0,510120,35
4153,5468,2020,0,2,1,13,0.0,1315,25
1236,1324,2020,0,4,1,19,0.0,88,88
9149,57874,2020,0,4,1,13,0.0,48725,186
11214,19950,2023,0,2,1,19,0.0,8736,68
11362,20323,2023,0,2,1,0,0.0,8961,69
30164,847938,2023,0,2,1,19,0.0,817774,198
16315,118037,2022,0,2,5,19,0.0,101722,68
3850,4963,2021,0,4,0,19,0.0,1113,152
9462,17015,2021,0,2,1,0,0.0,7553,69
21091,220908,2023,0,2,5,19,0.0,199817,107
4177,599295,2021,3,2,3,19,0.0,595118,35
282,287,2022,0,2,1,4,0.0,5,130
6685,10480,2023,0,2,0,19,0.0,3795,92
21847,256636,2023,0,2,1,19,0.0,234789,138
16661,91637,2023,0,2,1,7,0.0,74976,100
17224,231032,2020,0,2,1,19,0.0,213808,198
16431,151203,2025,0,4,1,16,0.0,134772,142
15026,84183,2023,0,2,5,19,0.0,69157,66
6963,15407,2020,0,4,1,19,0.0,8444,85
16673,121757,2023,0,2,1,19,0.0,105084,57
6485,12412,2023,0,4,1,12,0.0,5927,40
2407,2771,2022,0,2,5,19,0.0,364,68
14413,111005,2020,0,2,1,19,0.0,96592,21
11745,103045,2021,0,2,3,19,0.0,91300,107
24608,405279,2023,0,2,1,19,0.0,380671,28
7174,11845,2022,0,2,0,19,0.0,4671,53
18430,288993,2020,0,2,5,1,0.0,270563,10
12327,264921,2021,0,6,1,19,0.0,252594,196
3020,3736,2020,0,2,1,4,0.0,716,129
7715,12961,2022,0,2,1,0,0.0,5246,133
24023,650964,2021,0,4,1,19,0.0,626941,123
25803,631306,2022,0,0,1,19,0.0,605503,16
16467,87749,2023,0,7,0,19,0.0,71282,68
5970,8998,2023,0,4,1,19,0.0,3028,131
31413,1006011,2023,0,2,1,0,0.0,974598,106
17531,245939,2020,0,2,1,19,0.0,228408,159
10232,35,2024,0,0,1,16,0.0,0,102
1764,2026,2020,0,2,1,13,0.0,262,117
5353,14823,2021,0,6,1,19,0.0,9470,190
28705,1087642,2023,0,2,1,19,0.0,1058937,96
90648,92,2024,0,2,3,12,0.0,0,160
10317,91288,2020,0,2,1,7,0.0,80971,100
24671,781350,2025,0,2,1,19,0.0,756679,136
20408,192227,2023,0,2,5,19,0.0,171819,102
5526,15554,2021,0,6,1,19,0.0,10028,153
4632,6411,2023,0,2,1,19,0.0,1779,139
10088,17423,2023,0,2,1,7,0.0,7335,49
23881,484340,2022,0,2,5,19,0.0,460459,28
227,228,2021,0,2,1,4,0.0,1,130
12151,118873,2021,0,2,3,13,0.0,106722,199
23239,442000,2022,0,2,1,19,0.0,418761,102
2375,2813,2020,0,2,1,19,0.0,438,88
4664,6527,2022,0,2,1,9,0.0,1863,78
17005,167216,2021,0,2,5,0,0.0,150211,13
10664,35534,2020,0,2,5,9,0.0,24870,22
18634,595387,2021,0,2,3,19,0.0,576753,123
687,695,2023,0,2,5,4,0.0,8,33
3614,4645,2020,0,4,1,9,0.0,1031,140
2685,3255,2020,0,2,1,13,0.0,570,117
26480,526777,2023,0,2,5,19,0.0,500297,107
3782,5245,2021,0,4,1,9,0.0,1463,110
23752,617566,2021,0,2,1,19,0.0,593814,166
12332,125986,2021,0,4,3,7,0.0,113654,100
22085,266775,2023,0,2,1,0,0.0,244690,13
15834,74891,2023,0,2,1,19,0.0,59057,91
27252,579539,2023,0,2,1,19,0.0,552287,167
15815,598061,2021,0,6,1,19,0.0,582246,198
5038,7140,2023,0,2,5,9,0.0,2102,76
21880,258494,2023,0,2,5,0,0.0,236614,13
14351,310580,2020,0,1,1,19,0.0,296229,68
9095,16162,2023,0,2,1,20,0.0,7067,185
13611,54448,2023,0,7,0,19,0.0,40837,49
21835,372777,2023,0,2,1,19,0.0,350942,196
6084,9267,2023,0,2,5,16,0.0,3183,75
20508,287566,2022,0,7,1,9,0.0,267058,112
6117,19720,2021,0,6,1,13,0.0,13603,186
22378,495164,2021,0,4,1,9,0.0,472786,112
3954,530326,2021,3,2,5,19,0.0,526372,160
12054,115606,2021,0,4,3,19,0.0,103552,160
5756,16488,2021,0,0,1,19,0.0,10732,68
3207,3956,2021,0,2,1,8,0.0,749,41
15618,574261,2021,0,6,1,13,0.0,558643,6
12892,313173,2021,0,6,1,19,0.0,300281,34
16173,113950,2022,0,2,5,19,0.0,97777,123
18919,139976,2023,0,2,1,19,0.0,121057,44
15177,87945,2023,0,2,1,19,0.0,72768,139
6190,10679,2020,0,4,1,19,0.0,4489,53
16601,201732,2020,0,5,1,17,0.0,185131,146
4095,577330,2021,3,4,3,19,0.0,573235,16
22079,472544,2021,0,2,5,19,0.0,450465,105
2335,2769,2020,0,2,5,19,0.0,434,98
12348,106825,2022,0,7,1,18,0.0,94477,57
14976,352534,2020,0,4,1,19,0.0,337558,199
12083,116604,2021,0,2,3,7,0.0,104521,100
1099,18125,2021,3,4,1,19,0.0,17026,53
5378,7597,2020,0,2,1,19,0.0,2219,77
2100,2372,2022,0,2,1,11,0.0,272,158
16200,109965,2023,0,2,1,7,0.0,93765,100
5773,8493,2021,0,2,1,5,0.0,2720,132
1968,2266,2021,0,2,1,13,0.0,298,117
20351,284097,2023,0,2,1,13,0.0,263746,199
15235,104538,2021,0,2,5,9,0.0,89303,72
2633,4457,2021,0,6,1,4,0.0,1824,115
5456,8245,2023,0,2,1,19,0.0,2789,164
24361,691031,2021,0,2,1,19,0.0,666670,171
19734,782768,2021,0,4,3,19,0.0,763034,171
7599,11753,2020,0,4,1,7,0.0,4154,175
5202,8623,2021,0,2,1,19,0.0,3421,54
1335,1437,2021,0,2,1,19,0.0,102,143
12409,197130,2020,0,3,1,19,0.0,184721,162
6871,10859,2023,0,2,1,13,0.0,3988,25
4372,5949,2022,0,4,1,19,0.0,1577,39
65939,1,2025,0,2,1,0,0.0,0,106
14383,443429,2021,0,6,1,19,0.0,429046,102
25259,880801,2021,0,2,5,13,0.0,855542,6
701,723,2020,0,4,1,19,0.0,22,88
8081,2,2020,0,6,1,20,0.0,0,185
8008,64198,2021,0,9,1,17,0.0,56190,136
12544,55828,2021,0,2,5,19,0.0,43284,15
13612,372637,2021,0,6,1,19,0.0,359025,102
135,8474,2022,3,0,1,6,0.0,8339,138
8356,18428,2023,0,2,1,18,0.0,10072,82
8749,14622,2023,0,2,1,7,0.0,5873,174
18091,272047,2020,0,2,1,9,0.0,253956,112
28027,871662,2022,0,2,1,19,0.0,843635,183
15691,583063,2021,0,6,1,19,0.0,567372,127
14146,101119,2020,0,2,1,19,0.0,86973,102
7804,12719,2021,0,2,1,4,0.0,4915,115
6933,11323,2022,0,2,1,19,0.0,4390,76
3710,8298,2021,0,4,1,19,0.0,4588,68
17016,543114,2020,0,2,1,19,0.0,526098,166
19780,362693,2020,0,2,1,19,0.0,342913,35
10340,24457,2021,0,2,1,13,0.0,14117,83
24493,710106,2021,0,2,1,19,0.0,685613,166
47438,1,2020,0,6,1,19,0.0,0,160
5783,8776,2022,0,2,1,5,0.0,2993,132
5464,8107,2022,0,4,1,19,0.0,2643,97
5033,6971,2020,0,2,1,19,0.0,1938,31
11837,1,2025,0,2,1,0,0.0,0,119
13841,92355,2020,0,5,1,4,0.0,78514,138
28684,702998,2023,0,2,1,19,0.0,674314,34
7782,12698,2023,0,2,1,9,0.0,4916,108
1306,18895,2021,3,4,1,19,0.0,17589,68
23166,561708,2021,0,2,1,19,0.0,538542,198
16132,181738,2020,0,2,1,0,0.0,165606,13
13633,126068,2024,0,4,1,12,0.0,112435,160
8979,15891,2022,0,2,5,19,0.0,6912,180
8878,14860,2020,0,4,1,19,0.0,5982,8
28098,881972,2022,0,2,5,19,0.0,853874,68
11493,30960,2022,0,2,1,19,0.0,19467,84
2716,4694,2021,0,6,1,19,0.0,1978,39
6711,10537,2023,0,2,1,16,0.0,3826,68
16060,79425,2023,0,2,5,19,0.0,63365,178
17419,241024,2020,0,2,5,19,0.0,223605,102
4501,6800,2021,0,2,1,19,0.0,2299,88
20327,395653,2020,0,2,5,0,0.0,375326,122
3633,4947,2021,0,4,1,19,0.0,1314,102
14909,130044,2020,0,2,1,13,0.0,115135,199
22706,521816,2021,0,2,1,19,0.0,499110,102
2800,4949,2021,0,4,1,4,0.0,2149,130
9046,21831,2024,0,0,1,18,0.0,12785,68
7859,1,2025,0,2,0,19,0.0,0,190
11423,47659,2020,0,2,1,19,0.0,36236,105
4332,5795,2023,0,2,1,19,0.0,1463,91
656,14399,2021,3,2,1,9,0.0,13743,76
15994,78148,2023,0,2,1,13,0.0,62154,25
20562,410301,2020,0,2,1,19,0.0,389739,35
18693,247764,2021,0,2,1,0,0.0,229071,13
7510,12545,2022,0,2,1,19,0.0,5035,18
26267,512526,2023,0,2,1,19,0.0,486259,35
853,876,2023,0,2,6,4,0.0,23,193
24486,503111,2025,0,4,1,20,0.0,478625,87
10799,1,2020,0,6,1,19,0.0,0,53
1442,1849,2021,0,4,1,19,0.0,407,33
2625,3191,2022,0,2,1,4,0.0,566,115
4833,7426,2020,0,7,1,13,0.0,2593,14
10508,154228,2021,0,6,1,7,0.0,143720,100
25898,486605,2023,0,2,1,19,0.0,460707,21
22234,484955,2021,0,2,1,19,0.0,462721,35
20762,375048,2021,0,2,5,19,0.0,354286,102
14383,8,2025,0,4,1,19,0.0,0,190
27789,832950,2022,0,2,1,19,0.0,805161,166
14076,98382,2020,0,2,1,19,0.0,84306,138
24270,680463,2021,0,2,1,19,0.0,656193,198
12500,65237,2020,0,2,5,19,0.0,52737,59
8225,14147,2023,0,2,1,19,0.0,5922,135
7011,11541,2023,0,0,0,19,0.0,4530,179
28091,650345,2023,0,2,1,19,0.0,622254,167
2057,2318,2022,0,2,1,19,0.0,261,88
4334,10859,2021,0,4,1,19,0.0,6525,131
17495,157808,2022,0,2,0,9,0.0,140313,112
4634,753664,2021,3,5,1,19,0.0,749030,102
4326,5756,2021,0,2,1,8,0.0,1430,131
602,612,2021,0,2,1,4,0.0,10,130
11121,83771,2021,0,7,1,9,0.0,72650,36
22556,290489,2023,0,2,5,19,0.0,267933,124
10836,19082,2023,0,2,1,19,0.0,8246,68
17178,101381,2023,0,7,1,19,0.0,84203,49
24158,502278,2022,0,2,1,19,0.0,478120,123
19736,309387,2021,0,2,1,19,0.0,289651,102
11018,31915,2021,0,2,1,13,0.0,20897,186
11909,35656,2022,0,2,1,13,0.0,23747,186
16083,349474,2021,0,4,1,19,0.0,333391,199
11439,20539,2023,0,2,5,19,0.0,9100,68
4412,5931,2020,0,2,1,13,0.0,1519,25
16561,386640,2021,0,8,1,19,0.0,370079,138
24600,954304,2024,0,4,5,12,0.0,929704,160
17556,190865,2021,0,2,1,0,0.0,173309,13
1950,2182,2022,0,2,1,19,0.0,232,88
6798,10721,2023,0,2,5,19,0.0,3923,125
8254,13725,2021,0,4,1,19,0.0,5471,116
10054,18787,2022,0,2,1,18,0.0,8733,68
2939,3577,2021,0,2,5,19,0.0,638,148
18336,123109,2023,0,9,1,19,0.0,104773,49
12819,147820,2021,0,4,3,13,0.0,135001,199
20082,379618,2020,0,2,1,0,0.0,359536,122
4690,6577,2022,0,2,1,13,0.0,1887,90
22430,499101,2021,0,2,1,19,0.0,476671,194
9007,89988,2021,0,9,1,0,0.0,80981,119
25590,611780,2022,0,4,5,12,0.0,586190,160
5839,16886,2021,0,6,1,19,0.0,11047,68
7187,11481,2023,0,2,5,13,0.0,4294,25
21688,351144,2022,0,2,5,19,0.0,329456,21
4300,6323,2021,0,2,1,19,0.0,2023,128
24753,413583,2023,0,2,1,19,0.0,388830,123
429942,391760,2025,0,4,1,19,0.0,0,21
14625,468326,2021,0,6,1,19,0.0,453701,194
29624,793679,2023,0,2,1,19,0.0,764055,196
5841,8423,2020,0,2,1,19,0.0,2582,102
24314,494334,2025,0,4,1,19,0.0,470020,8
13504,361093,2021,0,6,1,19,0.0,347589,21
10039,25494,2020,0,2,1,19,0.0,15455,97
10042,82271,2020,0,9,4,4,0.0,72229,130
18202,277201,2020,0,4,1,19,0.0,258999,102
3623,5003,2020,0,4,1,19,0.0,1380,88
16191,81796,2023,0,7,1,19,0.0,65605,37
5914,8872,2023,0,2,1,9,0.0,2958,76
2035,2429,2020,0,4,1,19,0.0,394,143
4772,6545,2021,0,2,0,9,0.0,1773,156
15876,75613,2023,0,2,1,19,0.0,59737,76
9188,58543,2020,0,7,1,19,0.0,49355,128
20534,289073,2022,0,2,1,19,0.0,268539,102
5924,10001,2020,0,4,1,19,0.0,4077,81
7188,11482,2023,0,2,1,16,0.0,4294,75
17588,686400,2020,0,4,1,19,0.0,668812,96
18699,301849,2020,0,4,1,19,0.0,283150,102
3705,448982,2021,3,2,3,19,0.0,445277,102
7064,11250,2023,0,2,1,9,0.0,4186,108
12783,303515,2021,0,6,1,19,0.0,290732,196
5183,8580,2021,0,4,1,9,0.0,3397,109
21820,507642,2020,0,2,1,19,0.0,485822,159
3195,4095,2022,0,2,1,4,0.0,900,115
9873,56695,2021,0,7,1,9,0.0,46822,156
11968,172594,2020,0,2,1,0,0.0,160626,13
7776,58382,2021,0,7,1,19,0.0,50606,173
5556,7910,2020,0,2,1,7,0.0,2354,134
4648,6496,2022,0,2,5,19,0.0,1848,88
18623,244475,2021,0,2,5,19,0.0,225852,102
2336,2655,2023,0,2,5,17,0.0,319,146
5851,8442,2020,0,4,1,19,0.0,2591,138
3161,3961,2020,0,2,1,7,0.0,800,91
9314,16552,2021,0,2,1,4,0.0,7238,115
6180,9295,2021,0,2,5,19,0.0,3115,76
2465,3035,2020,0,2,1,8,0.0,570,41
20590,291578,2022,0,2,1,19,0.0,270988,35
16403,465677,2020,0,4,7,13,0.0,449274,199
3487,374128,2021,3,4,5,19,0.0,370641,160
23164,321884,2023,0,2,1,13,0.0,298720,6
5533,8386,2023,0,2,1,19,0.0,2853,188
2701,153006,2021,3,9,1,19,0.0,150305,84
19854,170132,2023,0,2,1,19,0.0,150278,95
361832,1,2025,0,2,6,19,0.0,0,105
22929,540585,2021,0,2,1,19,0.0,517656,171
22856,607357,2020,0,4,1,19,0.0,584501,28
459,479,2021,0,6,1,4,0.0,20,115
3198,6325,2021,0,4,1,19,0.0,3127,143
3394,4144,2023,0,2,1,17,0.0,750,146
17237,443972,2021,0,2,3,19,0.0,426735,34
6588,9829,2020,0,2,1,8,0.0,3241,131
11146,19754,2023,0,4,5,19,0.0,8608,68
7984,63637,2021,0,6,1,19,0.0,55653,105
15425,2,2020,0,6,1,13,0.0,0,186
594332,442107,2025,0,2,1,19,0.0,0,16
620,23473,2023,4,2,1,18,0.0,22853,82
1510,1646,2021,0,4,1,8,0.0,136,41
1293,18854,2021,3,0,1,19,0.0,17561,125
9748,118379,2021,0,6,1,19,0.0,108631,138
4133,5396,2023,0,0,1,19,0.0,1263,68
24706,410644,2023,0,2,5,19,0.0,385938,107
36205,36205,2025,1,4,1,4,0.0,0,0
6703,10043,2020,0,4,1,19,0.0,3340,190
10373,147820,2021,0,6,1,13,0.0,137447,199
8639,14229,2020,0,4,1,19,0.0,5590,59
12881,40909,2023,0,2,1,13,0.0,28028,186
2160,90812,2021,3,7,1,19,0.0,88652,164
15915,336793,2021,0,2,3,19,0.0,320878,35
23482,484210,2023,0,2,1,0,0.0,460728,106
7757,12661,2023,0,2,5,9,0.0,4904,68
4164,594505,2021,3,2,3,19,0.0,590341,35
