opening_rank,closing_rank,year,round_number,category_le,quota_le,state_le,seat_ratio,historical_cutoff_gap,college_name_le
4085,5361,2020,0,2,1,19,0.0,1276,97
14244,219204,2021,0,4,3,0,0.0,204960,13
21468,339700,2022,0,2,1,19,0.0,318232,34
20894,213142,2023,0,2,1,19,0.0,192248,107
13429,81924,2020,0,2,1,19,0.0,68495,160
19912,258963,2022,0,2,1,19,0.0,239051,166
14843,258837,2021,0,4,3,19,0.0,243994,21
18365,123890,2023,0,2,5,19,0.0,105525,68
3377,4110,2023,0,2,1,19,0.0,733,31
24444,701739,2021,0,2,1,0,0.0,677295,106
8049,13246,2021,0,2,1,19,0.0,5197,68
3228,4067,2020,0,4,1,4,0.0,839,129
6656,10807,2023,0,4,1,16,0.0,4151,68
23457,337725,2023,0,2,5,9,0.0,314268,112
12704,58327,2021,0,2,5,19,0.0,45623,180
20350,279390,2022,0,2,1,19,0.0,259040,196
6268,9968,2023,0,0,1,19,0.0,3700,9
28374,999797,2023,0,2,5,19,0.0,971423,102
23317,448868,2022,0,2,1,19,0.0,425551,28
4049,9751,2021,0,6,1,19,0.0,5702,155
7145,17766,2020,0,7,1,4,0.0,10621,33
17761,112590,2023,0,2,1,19,0.0,94829,160
17742,255823,2020,0,2,1,9,0.0,238081,112
397,401,2021,0,2,1,4,0.0,4,193
971,1003,2023,0,2,6,4,0.0,32,193
6967,13478,2021,0,0,1,0,0.0,6511,165
18114,119013,2023,0,2,0,19,0.0,100899,160
7760,12098,2020,0,4,1,0,0.0,4338,86
3175,6233,2021,0,6,1,9,0.0,3058,150
65970,1,2020,0,9,1,9,0.0,0,140
4505,6159,2023,0,2,1,7,0.0,1654,100
7047,13766,2021,0,4,1,13,0.0,6719,103
8194,13475,2023,0,2,5,19,0.0,5281,68
9586,41881,2022,0,7,1,10,0.0,32295,91
3011,3674,2023,0,4,1,10,0.0,663,91
16236,360133,2021,0,2,3,19,0.0,343897,102
13274,341938,2021,0,6,1,19,0.0,328664,123
12651,291882,2021,0,6,1,19,0.0,279231,102
5190,7457,2023,0,2,1,7,0.0,2267,134
10176,62318,2021,0,2,3,19,0.0,52142,105
5915,9074,2022,0,4,0,19,0.0,3159,191
12343,303303,2025,0,4,1,19,0.0,290960,77
17217,102008,2023,0,2,5,19,0.0,84791,160
19061,144173,2023,0,2,5,19,0.0,125112,160
13342,68429,2021,0,2,1,7,0.0,55087,100
20995,114,2024,0,4,1,18,0.0,0,68
12931,28462,2023,0,2,5,19,0.0,15531,95
4037,559126,2021,3,7,3,19,0.0,555089,16
104412,831020,2025,0,7,1,7,0.0,726608,45
12671,68144,2020,0,7,1,9,0.0,55473,108
7201,44571,2021,0,6,1,13,0.0,37370,186
38,38,2021,3,2,5,12,0.0,0,102
13920,40007,2023,0,2,5,19,0.0,26087,88
9528,474009,2025,0,2,1,19,0.0,464481,97
17424,105997,2023,0,9,1,1,0.0,88573,10
14714,477892,2021,0,4,1,19,0.0,463178,184
16037,110246,2022,0,2,1,19,0.0,94209,107
19467,344628,2020,0,2,1,19,0.0,325161,102
185,186,2023,0,2,1,4,0.0,1,130
16872,161690,2021,0,2,1,19,0.0,144818,107
2001,2381,2020,0,2,1,8,0.0,380,41
11362,90952,2021,0,7,1,5,0.0,79590,50
18926,638109,2021,0,4,3,19,0.0,619183,96
15477,67182,2023,0,2,5,8,0.0,51705,11
2889,3660,2021,0,4,1,7,0.0,771,91
18898,312477,2020,0,2,1,0,0.0,293579,122
15997,78212,2023,0,2,1,19,0.0,62215,105
9218,17642,2020,0,2,1,13,0.0,8424,83
14022,70760,2022,0,2,1,19,0.0,56738,105
20482,286111,2022,0,2,1,19,0.0,265629,21
22016,523583,2020,0,2,1,19,0.0,501567,35
5102,8347,2021,0,0,1,9,0.0,3245,27
23062,553216,2021,0,2,1,19,0.0,530154,123
1008,17752,2021,3,4,1,0,0.0,16744,86
1376,19143,2021,3,4,1,19,0.0,17767,68
16868,780084,2021,0,6,1,19,0.0,763216,196
11874,27602,2023,0,2,6,4,0.0,15728,193
16158,649703,2021,0,6,1,19,0.0,633545,194
2147,90061,2021,3,7,1,1,0.0,87914,10
10620,18575,2023,0,2,5,19,0.0,7955,66
13620,266738,2020,0,4,1,19,0.0,253118,102
7368,15813,2021,0,0,1,19,0.0,8445,20
5972,8921,2021,0,2,5,19,0.0,2949,135
11379,37455,2021,0,2,5,9,0.0,26076,22
14120,42913,2023,0,2,1,13,0.0,28793,142
27294,583223,2023,0,2,1,19,0.0,555929,28
14315,308475,2020,0,4,1,19,0.0,294160,43
6930,15076,2020,0,4,4,4,0.0,8146,115
12214,22487,2023,0,0,0,19,0.0,10273,68
6215,9159,2020,0,2,4,4,0.0,2944,115
2075,3108,2021,0,4,1,4,0.0,1033,130
28347,671600,2023,0,2,1,19,0.0,643253,196
4380,5874,2020,0,2,1,19,0.0,1494,189
6507,10478,2023,0,2,1,19,0.0,3971,68
7880,13409,2023,0,2,1,19,0.0,5529,153
9916,20129,2021,0,2,1,4,0.0,10213,115
9245,59849,2020,0,7,1,19,0.0,50604,68
11313,46010,2020,0,2,4,4,0.0,34697,115
11325,36518,2021,0,2,1,19,0.0,25193,88
13,18375,2022,4,2,1,13,0.0,18362,117
15090,85679,2023,0,2,1,19,0.0,70589,105
2730,3215,2022,0,2,5,7,0.0,485,91
191,194,2022,0,2,1,4,0.0,3,115
8842,86331,2021,0,7,1,20,0.0,77489,185
3986,1,2025,0,2,5,17,0.0,0,146
21690,495757,2020,0,2,5,19,0.0,474067,66
16758,507928,2020,0,4,1,19,0.0,491170,198
13917,94163,2020,0,4,1,19,0.0,80246,127
18684,600775,2021,0,4,3,19,0.0,582091,196
16489,50,2025,0,4,0,19,0.0,0,40
15744,119971,2021,0,4,1,19,0.0,104227,107
12012,114102,2021,0,2,3,19,0.0,102090,160
26956,559953,2023,0,2,1,19,0.0,532997,34
6798,12922,2021,0,0,1,9,0.0,6124,76
159703,416416,2025,0,2,1,7,0.0,256713,100
4076,5850,2021,0,0,1,19,0.0,1774,148
5525,9473,2021,0,2,1,9,0.0,3948,156
10192,53285,2022,0,9,1,19,0.0,43093,143
8409,74964,2021,0,9,1,9,0.0,66555,150
18861,310833,2020,0,2,1,19,0.0,291972,102
15569,96396,2023,0,7,1,19,0.0,80827,68
6305,11668,2021,0,4,1,19,0.0,5363,80
10482,22,2025,0,2,0,19,0.0,0,93
9259,16570,2023,0,2,1,19,0.0,7311,187
11714,52243,2020,0,7,1,19,0.0,40529,93
14245,45168,2023,0,2,5,19,0.0,30923,113
12188,255999,2021,0,6,1,0,0.0,243811,13
18556,240654,2021,0,2,1,0,0.0,222098,13
6914,10947,2023,0,2,1,9,0.0,4033,110
3667,142087,2022,3,7,1,8,0.0,138420,85
10552,69270,2021,0,9,1,19,0.0,58718,88
375,382,2020,0,2,1,19,0.0,7,62
10290,19080,2023,0,4,1,19,0.0,8790,68
11509,81321,2022,0,2,1,12,0.0,69812,160
5396,7985,2022,0,0,1,19,0.0,2589,180
7543,23944,2020,0,7,1,19,0.0,16401,88
24693,738185,2021,0,2,1,13,0.0,713492,6
6859,10835,2023,0,2,5,19,0.0,3976,74
127,6581,2021,3,2,1,19,0.0,6454,149
69627,110095,2025,0,7,1,19,0.0,40468,37
11824,229965,2021,0,6,1,0,0.0,218141,13
24483,396743,2023,0,2,5,13,0.0,372260,117
139637,3,2020,0,6,1,19,0.0,0,196
16975,818387,2021,0,6,1,19,0.0,801412,196
16457,696173,2021,0,6,1,19,0.0,679716,96
21727,443972,2021,0,2,1,19,0.0,422245,34
8175,26155,2021,0,0,1,7,0.0,17980,58
6909,10938,2023,0,2,1,19,0.0,4029,188
11842,54166,2020,0,2,1,19,0.0,42324,160
14649,165846,2024,0,2,1,12,0.0,151197,159
10630,27274,2021,0,4,1,9,0.0,16644,36
12616,67253,2020,0,2,1,19,0.0,54637,107
10386,148480,2021,0,6,1,19,0.0,138094,28
22969,544452,2021,0,2,1,19,0.0,521483,28
12816,70721,2020,0,7,1,0,0.0,57905,165
31029,953619,2023,0,2,1,19,0.0,922590,68
8989,54319,2020,0,7,1,9,0.0,45330,72
18467,22,2025,0,4,0,9,0.0,0,68
4399,5857,2023,0,2,1,9,0.0,1458,140
412238,562123,2025,0,4,1,13,0.0,149885,126
7712,12558,2023,0,2,1,19,0.0,4846,128
1103,1147,2023,0,2,5,19,0.0,44,138
16930,96922,2023,0,2,1,19,0.0,79992,105
1554,1712,2022,0,2,1,19,0.0,158,88
12336,265549,2021,0,6,1,19,0.0,253213,16
4704,7021,2024,0,4,1,16,0.0,2317,102
13698,380985,2021,0,6,1,19,0.0,367287,123
7899,12906,2021,0,4,5,19,0.0,5007,66
5873,17036,2021,0,4,1,20,0.0,11163,185
13609,86434,2020,0,2,1,7,0.0,72825,100
25668,618696,2022,0,2,1,19,0.0,593028,123
10086,17420,2023,0,2,1,19,0.0,7334,111
7449,17043,2021,0,4,1,19,0.0,9594,95
24856,419689,2023,0,2,1,19,0.0,394833,166
23553,342427,2023,0,2,5,0,0.0,318874,13
18557,295236,2020,0,2,1,19,0.0,276679,35
23081,554327,2021,0,2,1,19,0.0,531246,123
16414,86448,2023,0,2,5,19,0.0,70034,68
15674,118284,2021,0,2,5,9,0.0,102610,72
17612,192941,2021,0,2,1,19,0.0,175329,35
18488,291533,2020,0,4,1,19,0.0,273045,196
10922,39803,2020,0,2,4,4,0.0,28881,115
11250,87557,2021,0,7,1,19,0.0,76307,95
8224,70144,2021,0,7,1,19,0.0,61920,19
5683,8663,2023,0,2,1,16,0.0,2980,68
2886,3657,2021,0,2,1,8,0.0,771,131
8748,24,2025,0,4,0,19,0.0,0,138
8761,14562,2020,0,2,1,0,0.0,5801,165
6493,9945,2021,0,2,1,19,0.0,3452,77
5185,7314,2021,0,2,1,19,0.0,2129,76
6066,10975,2021,0,2,1,19,0.0,4909,68
671,14615,2021,3,4,1,9,0.0,13944,110
4314,10802,2021,0,6,1,19,0.0,6488,192
17324,1,2025,0,2,1,19,0.0,0,67
19239,564867,2023,0,2,5,12,0.0,545628,138
1945,2227,2021,0,4,1,4,0.0,282,130
17052,851746,2021,0,6,5,19,0.0,834694,28
11651,218386,2021,0,6,1,19,0.0,206735,138
19155,327076,2020,0,7,1,19,0.0,307921,34
21554,50,2025,0,4,5,19,0.0,0,79
2485,2971,2020,0,4,1,9,0.0,486,78
9683,115737,2021,0,6,1,19,0.0,106054,160
9247,16345,2021,0,4,1,19,0.0,7098,8
11385,202992,2021,0,6,1,0,0.0,191607,13
27738,618899,2023,0,2,1,19,0.0,591161,167
8062,24802,2021,0,4,1,19,0.0,16740,56
12510,45026,2022,0,2,1,13,0.0,32516,186
6506,9688,2020,0,2,5,19,0.0,3182,68
4466,11396,2021,0,6,1,7,0.0,6930,174
4560,11734,2021,0,4,1,9,0.0,7174,78
5869,17025,2021,0,4,1,19,0.0,11156,68
21297,462548,2020,0,7,1,19,0.0,441251,167
8332,18332,2023,0,0,1,13,0.0,10000,68
15767,120928,2021,0,2,1,19,0.0,105161,194
9487,16131,2023,0,2,5,19,0.0,6644,80
21033,24,2025,0,4,0,20,0.0,0,87
479086,562123,2025,0,2,1,19,0.0,83037,102
29200,751202,2023,0,2,5,19,0.0,722002,107
7979,13080,2021,0,2,5,19,0.0,5101,71
2363,2804,2021,0,2,1,19,0.0,441,24
19553,781032,2025,0,4,1,19,0.0,761479,187
25873,692977,2023,0,2,1,19,0.0,667104,199
16886,787700,2021,0,6,5,13,0.0,770814,199
8940,14998,2023,0,4,1,19,0.0,6058,192
12997,29238,2023,0,2,5,9,0.0,16241,110
11959,36261,2022,0,2,5,19,0.0,24302,97
25505,461451,2023,0,2,5,9,0.0,435946,112
31659,1061179,2023,0,2,1,19,0.0,1029520,16
4280,6280,2021,0,4,1,19,0.0,2000,68
13398,352985,2021,0,6,1,19,0.0,339587,104
26404,521549,2023,0,2,1,19,0.0,495145,171
9752,18268,2021,0,0,1,9,0.0,8516,68
608,640,2021,0,0,1,4,0.0,32,115
3774,4811,2022,0,2,1,19,0.0,1037,148
55647,2,2020,0,7,1,19,0.0,0,68
18447,190320,2023,0,2,1,19,0.0,171873,107
4272,5754,2022,0,2,1,19,0.0,1482,88
3724,4645,2023,0,2,1,8,0.0,921,41
26405,749317,2023,0,2,5,7,0.0,722912,100
7213,11525,2023,0,2,1,19,0.0,4312,11
14343,225129,2021,0,2,3,19,0.0,210786,138
22433,565546,2020,0,2,1,19,0.0,543113,167
11654,100043,2021,0,4,3,19,0.0,88389,105
6451,12042,2021,0,4,1,19,0.0,5591,68
19767,362329,2020,0,2,1,19,0.0,342562,198
18094,529211,2021,0,4,3,19,0.0,511117,166
14213,427641,2021,0,6,1,19,0.0,413428,102
4860,6930,2022,0,2,1,19,0.0,2070,68
11163,2,2020,0,6,1,19,0.0,0,81
9734,16688,2023,0,2,1,7,0.0,6954,45
18404,231228,2021,0,2,1,19,0.0,212824,138
4986,7193,2023,0,4,1,13,0.0,2207,47
14118,81677,2021,0,9,0,19,0.0,67559,88
30809,926182,2023,0,2,1,13,0.0,895373,6
14164,422583,2021,0,6,1,19,0.0,408419,35
860,49462,2023,4,4,1,18,0.0,48602,57
875148,62,2025,0,5,4,9,0.0,0,156
11906,235736,2021,0,6,1,19,0.0,223830,123
9008,40565,2021,0,7,1,19,0.0,31557,149
2768,3438,2021,0,2,1,7,0.0,670,134
3643,5041,2020,0,4,1,19,0.0,1398,114
8508,31856,2021,0,2,0,19,0.0,23348,38
10506,68578,2021,0,7,1,0,0.0,58072,138
19156,272450,2021,0,2,1,19,0.0,253294,199
27836,841396,2022,0,2,5,19,0.0,813560,21
869,947,2021,0,6,1,19,0.0,78,88
29440,774911,2023,0,2,1,19,0.0,745471,196
4053,5786,2021,0,0,1,19,0.0,1733,152
10958,64901,2023,0,7,1,12,0.0,53943,68
7137,43035,2021,0,7,1,19,0.0,35898,163
1630,5,2021,0,2,1,9,0.0,0,22
8185,14042,2022,0,0,1,19,0.0,5857,135
13587,35581,2023,0,2,1,19,0.0,21994,85
2579,3134,2021,0,2,1,4,0.0,555,115
23660,469667,2022,0,2,1,19,0.0,446007,199
27610,887998,2023,0,4,1,19,0.0,860388,171
13661,269039,2020,0,4,1,19,0.0,255378,196
6327,27,2025,0,2,4,9,0.0,0,140
9604,17481,2022,0,2,5,13,0.0,7877,186
5272,7402,2020,0,4,1,17,0.0,2130,136
28420,972154,2022,0,2,1,19,0.0,943734,198
17028,426313,2021,0,2,3,19,0.0,409285,167
4918,6900,2023,0,2,1,19,0.0,1982,180
23218,662528,2020,0,2,1,19,0.0,639310,96
10326,17931,2023,0,2,1,19,0.0,7605,17
27014,563896,2023,0,2,1,0,0.0,536882,106
2173,21800,2022,3,4,1,18,0.0,19627,68
12028,245421,2021,0,6,1,19,0.0,233393,21
8433,13957,2023,0,2,5,19,0.0,5524,66
22295,384138,2022,0,2,1,19,0.0,361843,35
4862,12761,2021,0,7,1,19,0.0,7899,62
12094,58299,2020,0,2,1,19,0.0,46205,105
999414,3,2025,0,5,0,19,0.0,0,68
21422,236381,2023,0,2,5,19,0.0,214959,124
3283,4068,2021,0,2,5,7,0.0,785,101
23019,426952,2022,0,2,1,19,0.0,403933,35
944,974,2023,0,2,1,19,0.0,30,148
15737,99817,2023,0,2,1,19,0.0,84080,111
14801,486679,2021,0,6,1,19,0.0,471878,123
4818,6813,2023,0,2,1,19,0.0,1995,148
614,13831,2021,3,4,1,7,0.0,13217,100
10545,69100,2021,0,7,1,19,0.0,58555,29
17118,880565,2021,0,6,1,19,0.0,863447,166
15296,90839,2023,0,7,5,19,0.0,75543,62
20337,518002,2025,0,4,1,19,0.0,497665,153
18596,201001,2022,0,2,1,0,0.0,182405,13
10621,21212,2022,0,2,1,13,0.0,10591,161
4937,6886,2021,0,4,1,19,0.0,1949,102
3241,292424,2021,3,4,3,19,0.0,289183,16
14807,172540,2024,0,0,1,12,0.0,157733,138
7730,20722,2021,0,2,3,13,0.0,12992,186
11018,19457,2023,0,2,1,19,0.0,8439,62
13578,85757,2020,0,7,5,19,0.0,72179,57
1283,1384,2022,0,2,6,4,0.0,101,193
5417,8762,2020,0,4,1,19,0.0,3345,195
25330,638051,2023,0,2,1,19,0.0,612721,167
24802,755942,2021,0,4,1,19,0.0,731140,196
13746,74839,2021,0,2,1,9,0.0,61093,88
630,13981,2021,3,4,1,19,0.0,13351,88
11857,107500,2021,0,7,1,19,0.0,95643,85
7509,12540,2022,0,2,1,19,0.0,5031,113
3173,4199,2020,0,4,1,19,0.0,1026,31
6415,9946,2023,0,0,5,9,0.0,3531,27
23188,657300,2020,0,2,1,19,0.0,634112,16
15676,101683,2022,0,9,1,0,0.0,86007,151
1932,2222,2020,0,2,1,19,0.0,290,162
13853,133550,2024,0,0,1,4,0.0,119697,127
13759,75090,2021,0,2,5,19,0.0,61331,79
13382,33166,2023,0,2,1,13,0.0,19784,186
19294,150901,2023,0,2,5,19,0.0,131607,57
15685,319622,2021,0,4,3,19,0.0,303937,198
25124,618093,2023,0,2,1,19,0.0,592969,199
51568,1,2020,0,9,1,9,0.0,0,156
18694,301478,2020,0,2,1,19,0.0,282784,196
8867,14851,2023,0,4,1,19,0.0,5984,189
8939,88797,2021,0,6,1,19,0.0,79858,160
5130,13856,2021,0,4,1,0,0.0,8726,133
17771,112764,2023,0,2,1,19,0.0,94993,107
15542,99029,2022,0,2,1,19,0.0,83487,160
6618,12461,2021,0,2,1,19,0.0,5843,71
19848,169855,2023,0,2,5,7,0.0,150007,100
538,540,2023,0,2,1,4,0.0,2,130
6462,10337,2022,0,2,5,0,0.0,3875,133
7665,12467,2023,0,2,1,4,0.0,4802,115
11893,55132,2020,0,2,4,4,0.0,43239,115
10660,57676,2023,0,7,1,10,0.0,47016,91
14164,43512,2023,0,2,1,19,0.0,29348,68
10946,121025,2020,0,4,1,13,0.0,110079,199
19131,270896,2021,0,2,1,9,0.0,251765,112
21733,444457,2021,0,2,1,19,0.0,422724,102
6603,10173,2021,0,2,1,19,0.0,3570,113
11838,27252,2023,0,2,1,9,0.0,15414,36
2878,1,2025,0,2,5,9,0.0,0,110
9486,16129,2023,0,2,1,19,0.0,6643,68
9320,16704,2023,0,4,1,19,0.0,7384,68
6023,9416,2023,0,4,1,19,0.0,3393,191
15338,333001,2025,0,4,1,16,0.0,317663,68
3785,4831,2022,0,2,1,19,0.0,1046,62
969,1011,2021,0,2,1,19,0.0,42,138
22104,267815,2023,0,2,1,0,0.0,245711,13
8720,15287,2023,0,4,5,3,0.0,6567,68
11754,225037,2021,0,6,1,19,0.0,213283,138
8841,14746,2020,0,2,6,19,0.0,5905,84
23801,355976,2023,0,2,1,19,0.0,332175,102
18921,23,2025,0,4,0,19,0.0,0,68
8921,15771,2023,0,2,1,13,0.0,6850,68
22628,424791,2023,0,2,1,19,0.0,402163,35
28530,688622,2023,0,2,5,19,0.0,660092,159
7215,14510,2021,0,4,1,19,0.0,7295,79
60550,1,2020,0,9,1,19,0.0,0,173
3702,4790,2020,0,2,1,0,0.0,1088,119
17550,108592,2023,0,2,1,7,0.0,91042,100
1057,1213,2021,0,6,1,9,0.0,156,169
12584,66695,2020,0,2,5,19,0.0,54111,160
17485,468911,2021,0,7,3,19,0.0,451426,123
18111,413609,2022,0,4,1,12,0.0,395498,159
5032,13453,2021,0,4,1,19,0.0,8421,68
15728,102866,2022,0,2,5,13,0.0,87138,199
6258,9946,2023,0,2,1,9,0.0,3688,27
15901,125513,2021,0,2,1,7,0.0,109612,100
14473,453872,2021,0,6,1,19,0.0,439399,198
24561,719254,2021,0,2,5,19,0.0,694693,127
10207,62927,2021,0,2,3,19,0.0,52720,105
6356,9410,2020,0,4,1,19,0.0,3054,68
5261,14442,2021,0,4,1,8,0.0,9181,11
15795,595517,2021,0,6,1,19,0.0,579722,34
7269,11131,2020,0,4,1,19,0.0,3862,173
24263,544843,2023,0,2,1,19,0.0,520580,28
19765,362281,2020,0,3,1,7,0.0,342516,174
9551,50556,2021,0,7,1,19,0.0,41005,97
17900,263384,2020,0,2,1,9,0.0,245484,112
24614,494334,2025,0,4,1,13,0.0,469720,144
4275,6267,2021,0,4,1,19,0.0,1992,188
23021,628910,2020,0,2,1,19,0.0,605889,43
15125,277167,2021,0,2,3,19,0.0,262042,196
16021,343747,2021,0,7,3,19,0.0,327726,35
14833,343181,2020,0,7,1,19,0.0,328348,196
18744,607938,2021,0,2,3,19,0.0,589194,123
30262,858943,2023,0,2,5,19,0.0,828681,16
12848,40277,2023,0,2,6,4,0.0,27429,193
3509,4419,2021,0,4,1,8,0.0,910,41
6864,11173,2022,0,2,1,19,0.0,4309,178
13213,66471,2021,0,2,1,19,0.0,53258,160
7758,12663,2023,0,2,1,8,0.0,4905,11
23257,668661,2020,0,4,1,19,0.0,645404,16
13413,354535,2021,0,6,1,19,0.0,341122,102
24492,84,2025,0,2,1,19,0.0,0,137
21650,360088,2023,0,2,1,19,0.0,338438,21
8785,15453,2023,0,2,1,19,0.0,6668,67
12040,22003,2023,0,2,1,19,0.0,9963,137
6755,10142,2020,0,2,1,0,0.0,3387,69
15547,392492,2020,0,4,1,0,0.0,376945,122
10296,90747,2020,0,7,1,17,0.0,80451,141
458,473,2022,0,2,1,6,0.0,15,138
16895,96137,2023,0,2,5,4,0.0,79242,115
2231,2705,2020,0,4,1,9,0.0,474,169
6202,10702,2020,0,4,1,13,0.0,4500,103
137,6830,2021,3,4,1,19,0.0,6693,192
662,677,2021,0,2,1,19,0.0,15,33
17182,138099,2023,0,2,1,19,0.0,120917,105
24400,390859,2023,0,2,1,9,0.0,366459,112
14864,237332,2023,0,2,1,12,0.0,222468,138
7602,11757,2020,0,2,1,19,0.0,4155,54
21729,250627,2023,0,2,1,19,0.0,228898,123
6810,10258,2020,0,4,1,9,0.0,3448,108
58021,2,2020,0,7,1,19,0.0,0,139
14571,81010,2022,0,7,1,19,0.0,66439,62
2253,2653,2021,0,4,1,8,0.0,400,41
96968,4,2020,0,6,1,7,0.0,0,100
17712,198391,2021,0,2,1,19,0.0,180679,138
27947,856972,2022,0,2,1,7,0.0,829025,45
85259,24,2024,0,7,4,7,0.0,0,174
5881,10459,2021,0,4,1,19,0.0,4578,54
160685,6,2024,0,2,3,12,0.0,0,138
701,15357,2022,3,2,1,16,0.0,14656,68
16547,89531,2023,0,2,5,13,0.0,72984,49
14464,87754,2021,0,2,1,19,0.0,73290,107
17471,107169,2023,0,2,5,19,0.0,89698,164
2789,3348,2021,0,2,1,19,0.0,559,162
10375,31123,2020,0,4,6,13,0.0,20748,186
4259,5589,2023,0,2,5,19,0.0,1330,143
25301,588318,2022,0,2,1,19,0.0,563017,123
17961,176090,2022,0,2,1,13,0.0,158129,199
21388,418018,2021,0,2,1,9,0.0,396630,112
18743,203541,2023,0,2,1,0,0.0,184798,106
6489,11572,2020,0,4,1,13,0.0,5083,103
7917,13479,2023,0,2,1,13,0.0,5562,49
10390,148759,2021,0,6,1,19,0.0,138369,105
6479,27833,2021,0,6,1,19,0.0,21354,85
26413,61,2025,0,0,1,18,0.0,0,68
4243,614911,2021,3,7,3,19,0.0,610668,102
21760,355268,2022,0,2,1,9,0.0,333508,112
3614,4471,2023,0,2,5,7,0.0,857,134
3371,4112,2023,0,2,1,8,0.0,741,41
16416,688321,2021,0,6,1,19,0.0,671905,166
18500,197294,2022,0,2,1,0,0.0,178794,13
3134,2,2020,0,6,1,19,0.0,0,149
16075,79669,2023,0,2,5,19,0.0,63594,105
11952,239608,2021,0,6,1,19,0.0,227656,35
7710,11999,2020,0,2,1,19,0.0,4289,177
30494,886558,2023,0,2,1,19,0.0,856064,123
13049,54025,2022,0,2,5,5,0.0,40976,132
3282,3968,2023,0,2,5,19,0.0,686,31
4294,10710,2021,0,0,1,19,0.0,6416,182
19238,149321,2023,0,2,1,19,0.0,130083,105
20875,383816,2021,0,2,1,9,0.0,362941,112
2236,2547,2022,0,2,5,19,0.0,311,138
22558,577982,2020,0,4,1,19,0.0,555424,16
7392,11357,2020,0,4,1,0,0.0,3965,151
17281,233914,2020,0,2,1,19,0.0,216633,138
8214,14112,2022,0,2,1,19,0.0,5898,18
32006,1163611,2023,0,2,1,19,0.0,1131605,166
19813,812762,2021,0,4,3,19,0.0,792949,159
10374,24781,2021,0,2,1,4,0.0,14407,130
5221,7682,2022,0,2,1,16,0.0,2461,88
11849,35018,2022,0,2,1,4,0.0,23169,130
13116,142512,2023,0,2,1,12,0.0,129396,160
28654,221105,2025,0,4,1,19,0.0,192451,95
3559,4502,2021,0,2,1,4,0.0,943,130
25571,249,2025,0,4,1,18,0.0,0,68
8591,14999,2023,0,4,1,0,0.0,6408,86
20719,420363,2020,0,2,1,19,0.0,399644,35
22122,375761,2022,0,2,1,19,0.0,353639,196
16181,81671,2023,0,2,5,19,0.0,65490,9
254,21407,2023,4,4,1,16,0.0,21153,102
13221,338942,2021,0,6,1,19,0.0,325721,34
16701,206073,2020,0,2,1,19,0.0,189372,102
11971,240892,2021,0,6,1,0,0.0,228921,13
485,507,2021,0,6,6,4,0.0,22,193
13468,82806,2020,0,9,5,0,0.0,69338,138
22738,409834,2022,0,2,1,19,0.0,387096,28
30466,883171,2023,0,2,1,19,0.0,852705,123
15050,58928,2023,0,2,1,13,0.0,43878,186
13718,37404,2023,0,2,5,19,0.0,23686,180
17299,150740,2022,0,2,1,17,0.0,133441,141
6677,10339,2021,0,2,1,9,0.0,3662,78
459446,1,2025,0,2,0,19,0.0,0,102
12320,22910,2023,0,2,1,19,0.0,10590,137
10695,18749,2023,0,2,5,19,0.0,8054,65
1797,2076,2020,0,4,4,4,0.0,279,130
10189,28073,2020,0,4,1,13,0.0,17884,186
19982,262770,2022,0,2,1,19,0.0,242788,102
1560,1721,2022,0,2,1,4,0.0,161,33
7580,12293,2023,0,2,1,13,0.0,4713,121
4104,9969,2021,0,6,1,19,0.0,5865,15
3017,3930,2020,0,2,4,4,0.0,913,115
14888,346404,2020,0,4,1,0,0.0,331516,122
8906,20355,2024,0,0,1,18,0.0,11449,68
17963,116187,2023,0,2,1,19,0.0,98224,127
28458,682239,2023,0,2,1,19,0.0,653781,34
17805,202446,2021,0,2,1,19,0.0,184641,104
9163,16319,2023,0,4,1,19,0.0,7156,89
5183,7249,2020,0,2,1,7,0.0,2066,134
18377,286352,2020,0,2,5,19,0.0,267975,167
14227,104034,2020,0,2,5,7,0.0,89807,100
10118,61442,2021,0,7,1,19,0.0,51324,54
4750,12344,2021,0,4,1,16,0.0,7594,142
3218,6398,2021,0,4,1,19,0.0,3180,91
6756,10634,2023,0,2,1,19,0.0,3878,173
3661,8095,2021,0,4,1,17,0.0,4434,136
5608,15844,2021,0,6,1,19,0.0,10236,8
28668,701864,2023,0,2,5,19,0.0,673196,16
7311,46898,2021,0,6,1,13,0.0,39587,186
5557,9127,2020,0,2,1,19,0.0,3570,9
31710,1075763,2023,0,2,1,19,0.0,1044053,123
1716,2415,2021,0,6,1,19,0.0,699,113
8682,19149,2024,0,4,1,18,0.0,10467,68
14771,231772,2023,0,2,1,12,0.0,217001,138
5799,8662,2023,0,2,5,9,0.0,2863,88
23745,616403,2021,0,2,1,13,0.0,592658,6
18430,232446,2021,0,2,1,19,0.0,214016,183
17115,879774,2021,0,6,1,19,0.0,862659,183
7999,63914,2021,0,6,1,19,0.0,55915,107
23163,652374,2020,0,3,0,19,0.0,629211,96
15612,97304,2023,0,2,1,19,0.0,81692,84
5926,8903,2023,0,4,1,19,0.0,2977,68
12150,440018,2025,0,2,1,19,0.0,427868,68
18715,302770,2020,0,2,1,0,0.0,284055,122
1006,1142,2021,0,6,6,4,0.0,136,193
3541,4369,2023,0,2,5,19,0.0,828,91
22835,743821,2024,0,4,5,12,0.0,720986,138
